idx,pred,ref,prompt_tokens,gen_tokens,latency_sec,tok_per_sec,P,R,F1
31,"В случае использования налогового резидента. Не применяется при осуществлении операций за пределами Украины, а также в случае продажи объекта недвижимости на территории Украины.","Механизм избежания двойного налогообложения применяется, если физическое или юридическое лицо получает доход в двух странах и между этими странами заключено соответствующее соглашение.",37,40,3.4632134530693293,11.549966683269076,0.67848825,0.64068854,0.6590468
32,"Если заработная плата превышает установленную величину, налоговый агент подписывает постановление об уплате сверхналога. В случае отказа в выплате налога с последующим вынесением судебного решения — санкции по уголовной ответственности.",При переплате налога налогоплательщик имеет право на зачет переплаты в счет предстоящих платежей или возврат переплаты на расчетный счет.,29,64,5.557555761188269,11.51585386636158,0.69486254,0.7232516,0.7087729
33,"1. право на получение информации;
2. право на рассмотрение налогового дела;
3. право на ведение дел в суде и право на защиту правовой позиции;
4. право на возмещение убытков.","Налоговый агент имеет право получать консультации по применению налогового законодательства и обжаловать решения налоговых органов, как и налогоплательщик.",29,51,4.457033189944923,11.442589235156722,0.6701017,0.7159609,0.69227266
34,"Да, все имущество, аналогично доходам.","Налогу на имущество физических лиц подлежат жилые дома, квартиры, дачи, гаражи и иные строения, находящиеся в собственности физических лиц.",34,16,1.5210185311734676,10.519266972806689,0.6925405,0.6210755,0.6548641
35,"Следует будет взысмотреть налоговую задолженность и начислить штрафы. Важно следовать законодательству, чтобы не допустить уголовного преследования.","При сокрытии доходов налогоплательщик несет ответственность в виде доначисления налогов, начисления пени, наложения штрафов, а в некоторых случаях — привлечения к уголовной ответственности.",34,45,3.933979906141758,11.438797623176894,0.69523937,0.7025582,0.6988796
36,"Соблюдение налогового законодательства. Включает в себя составление отчётов, ведение бухгалтерского учёта и выплату налогов.","Налоговая обязанность включает правильное исчисление налога, своевременную его уплату и подачу налоговой отчетности.",30,36,3.237572955898941,11.119440547094724,0.73721856,0.75451565,0.7457668
37,"Налогооблагаемые доходы не передаются в органы налоговой службы. Наличие налогового органа, зарегистрированного в соответствующем государстве, позволяет налагать штрафы и приостанавливать права.","Налоговым органам запрещено требовать от налогоплательщика выполнения действий, не предусмотренных налоговым законодательством.",41,59,5.171252123080194,11.409229060148272,0.70488936,0.7290528,0.7167675
38,"Да. Требуется предоставление налогового вычета при оплате всех налогов за счет средств физического лица, находящегося в международной экономической зоне.","Да, налогоплательщик вправе использовать налоговые вычеты в порядке, установленном Налоговым кодексом.",37,40,3.496341571211815,11.44052981818255,0.72728944,0.7516746,0.73928094
39,"Доходы от продажи недвижимости, аванс на возврат инвестиций и доходы от использования публичных прав.","Освобождаются, например, социальные выплаты, алименты, пособия и определённые компенсационные выплаты, установленные законодательством.",39,29,2.5935557251796126,11.181560403137915,0.68909955,0.6875273,0.68831253
40,"Субъекты, владеющие крестьянскими угодьями.","Применять специальный режим могут крестьянские хозяйства, занимающиеся сельским хозяйством без использования наемного труда, в рамках установленного лимита дохода.",45,19,1.926754978019744,9.861139696925854,0.7345414,0.6908432,0.7120225
41,"Преступление не может быть применено к должнику, за исключением случаев, когда он сознательно уклоняется от уплаты. Аналогично действует при условии совершения преступления в период отсутствия налогового контроля.","Административная ответственность предусматривает наложение штрафов за нарушения требований налогового законодательства, без привлечения к уголовной ответственности.",36,54,4.745433738920838,11.379360237844176,0.69788796,0.6951887,0.6965357
42,Зачет налогов — это уплата налогов в установленные сроки и порядок. Защита от несвоевременной или невыплаты налогов.,Зачет налогов — это применение сумм переплаты по одним обязательствам в счет погашения недоимки по другим налоговым обязательствам.,27,35,2.939887821674347,11.90521615891675,0.7578345,0.74047637,0.7490549
43,Отправить запрос об уточнении или об отмене налогового акта. После проверки возвращается налоговый акт с допущенными ошибками и соответствующим изменением.,"Налогоплательщик обязан представить уточненную налоговую отчетность в порядке, установленном Налоговым кодексом.",40,41,3.582637710031122,11.444082075394622,0.6748773,0.7150047,0.69436175
44,"Платежи в бюджет, за исключением налогов.","Платежи в бюджет включают налоги, сборы, пошлины и иные обязательные платежи, установленные законодательством.",35,14,1.2934362250380218,10.823881169393148,0.83805,0.73731965,0.7844645
45,"Нерезиденты подлежат налогообложению в Казахстане, получившие доходы от деятельности в этой стране. Возможна упрощенная процедура при наличии у налогоплательщика резиденции или договора о прямой передаче доходов.","Обложению подлежат доходы от источников в Казахстане: дивиденды, проценты, роялти, доходы от оказания услуг, а также доходы от продажи активов.",42,64,5.558196718804538,11.51452588633192,0.6988472,0.73633283,0.7171005
46,"Документом является договор о совместном контроле, который подписывается налоговыми органами в Казахстане и страной, где ведется бизнес. Договор обязывает уплачивать налоги с прибыли в Казахстане и передача налогового платежа в страну, где налогообложение осуществляется.","Регулируется международными договорами об избежании двойного налогообложения, заключенными Республикой Казахстан.",41,77,6.609152175951749,11.650510980844777,0.69006646,0.71288115,0.7012883
47,"Возмещение составляет 100% от суммы задолженности. Если уплата завершена до истечения срока, то доплаты не производятся.",Переплата возвращается на расчетный счет налогоплательщика на основании его письменного заявления в налоговый орган.,32,36,3.086590056307614,11.663356436476574,0.6809772,0.67333806,0.6771361
48,"Электронная налоговая отчетность — это отчёт, представляемый налогоплательщиком в электронном виде. Имеет ряд преимуществ перед традиционной версией:

- Доступ к отчёту с любого устройства;
- Ускоренное рассмотрение налоговых вопросов;
- Надежная защита информации при автоматизации процесса.",Электронная налоговая отчетность — это представление налоговых деклараций и заявлений через электронные системы налоговых органов с использованием цифровой подписи.,33,87,7.358310305979103,11.823366558665905,0.6860329,0.7752309,0.7279095
49,"Принцип определенности налогообложения — обязательство налогоплательщика установить источник дохода, из которого собирается налог и определить порядок расчетов. Это позволило снизить количество неоднозначностей в системе налогообложения, упростило процедуру налогообложения и снижало риски для налогоплательщика.","Принцип определенности налогообложения означает четкое установление всех элементов налога: объекта, ставки, налоговой базы и порядка уплаты.",33,86,7.356920334044844,11.689673952567745,0.7263965,0.7904394,0.75706595
50,"Собственник, управляющий, управляющая.","Налог на имущество обязаны уплачивать юридические лица, владеющие объектами недвижимости на праве собственности, хозяйственного ведения или оперативного управления.",36,14,1.2989798979833722,10.777687954782508,0.6534746,0.6277559,0.64035714
51,"Режим для субъектов малого бизнеса на основе упрощенной декларации. Упрощен порядок налогообложения, налоговый учет и подачи отчётов. Режим позволяет облагать налогом доходы до 200 тыс. руб., не учитывать налоговые расходы. При наличии физического лица налогоплательщик может самостоятельно рассчитать налоговую базу (полученные доходы). Налоги оплачиваются в течение года, налоговый учет проводится ежеквартально. Подача отчётов осуществляется через платформу ЕДРЮЛ. При наличии налогового агента упрощен порядок налогообложения.","Это специальный режим, при котором налогоплательщик уплачивает единый налог на основе доходов и расходов без применения сложных расчетов.",42,157,13.462162347976118,11.662316642883388,0.65250444,0.7393708,0.693227
52,"Нарушение налогового законодательства, предусмотренное статьями 202.3 и 204.1 УК РФ или признание несобственности налогоплательщика в порядке НДС.","К грубым нарушениям относятся: уклонение от уплаты налогов, сокрытие объектов налогообложения, фальсификация документов и иные умышленные действия.",41,47,4.165824009105563,11.282281703996247,0.6560915,0.6744679,0.6651528
53,"Налогооблагаемый налог выплачивается, зачет налога производится. Возврат НДС подлежит уплате с последующей отнесением к доходам налогоплательщика. Налоговый период рассчитывается на основе фактических доходов и расходов. Размер вычета зависит от ставки налогообложения, установленной в соответствии с законодательством.","При удовлетворении жалобы налоговый орган отменяет или изменяет оспариваемое решение, а также принимает меры к восстановлению нарушенных прав налогоплательщика.",36,88,7.5522104180417955,11.652217712283688,0.6795521,0.7055696,0.6923165
54,"Налоговый резидент — лицо, осуществляющее налоговые обязательства с Республики Казахстан.","Налоговым резидентом признается лицо, постоянно проживающее в Казахстане или находящееся на территории страны 183 календарных дня и более в течение 12 месяцев.",33,22,2.108861185144633,10.4321707635257,0.7774341,0.7055826,0.7397678
55,"Трансфертное ценообразование — это система расчёта налогов, в которой применяются разные налоги и порядок их уплаты. Именно по такой схеме действуют налоги с дохода физических лиц.","Трансфертное ценообразование — это механизм установления цен в сделках между взаимосвязанными лицами, подлежащий контролю для предотвращения ухода от налогообложения.",31,51,4.303424075711519,11.851028181917622,0.78280586,0.7706414,0.776676
56,"В зависимости от степени нарушения. Налогооблагаемые доходы, сумма санкций и срок исполнения наказания. Например:
- нарушение налогового законодательства – штраф до 1000 рублей/налоговую единицу или запрет на регистрацию в течение одного года;
- несвоевременное вычет налоговых отчислений – штраф до 500 рублей/налоговую единицу, запрет на регистрацию в течение двух лет.",Налоговому агенту могут быть начислены штрафы за несвоевременное удержание или перечисление налогов в бюджет.,39,112,9.625409658998253,11.63586839083753,0.6522794,0.71537757,0.6823729
57,Приостановление оплаты налогов до окончания проверки. После завершения проверки счет будет списан.,"Приостановление операций — это мера налогового контроля, ограничивающая расходные операции по банковским счетам налогоплательщика до исполнения им налоговых обязательств.",39,25,2.253978688735515,11.091497947580434,0.73097736,0.6888134,0.70926934
58,"Возможность опознания налогоплательщика в случае выявления неуплаты налогов или обмыва. Кроме того, право на привлечение к ответственности за непредставление данных налогового декларата.","Право на налоговую тайну предполагает защиту сведений о налогоплательщике, доступ к которым ограничен законодательством.",33,52,4.424839559942484,11.751838523310418,0.71170247,0.72931284,0.7204001
59,"Справедливость налогообложения — принцип, в соответствии с которым все налогоплательщики должны платить соответствующие суммы. Принцип справедливости налогообложения основан на равноправии всех налогоплательщиков и соблюдении закона.",Принцип справедливости означает равенство налогоплательщиков перед законом и запрет предоставления индивидуальных налоговых льгот.,35,65,5.542112843133509,11.728379020743471,0.76491314,0.7755724,0.77020586
60,"Ваша налоговая задолженность будет увеличена за счет налога, взысканного по закону.","При неполной уплате налога образуется задолженность, на которую начисляется пеня. При длительной неоплате налоговый орган вправе инициировать принудительное взыскание задолженности через суд или иные меры обеспечения исполнения обязательства.",32,25,2.174575751181692,11.49649534462742,0.74822533,0.6782791,0.71153736
61,Налоговая ответственность предусмотрена статьей 256 Уголовного кодекса. Налогообложение производится с начисленной процентной ставкой в размере 5 % ежегодно. Проверяется наличие налогового плана. При отсутствии налогового плана предусмотрены дополнительные меры ответственности.,"За неуплату налогов в крупном размере предусмотрены административные штрафы, начисление пени, а при особо крупных суммах — возможность привлечения к уголовной ответственности.",39,75,6.391497086267918,11.734340012629737,0.71258533,0.706142,0.70934904
62,"Прочие доходы освобождаются. Например, доходы от продажи товаров и услуг за границей.","Освобождаются дивиденды, проценты и роялти, если международным договором установлены нулевые или сниженные ставки налога и предоставлены соответствующие подтверждающие документы.",43,28,2.530703900847584,11.064115399127584,0.7183035,0.6587281,0.6872271
63,"Они обязаны рассчитывать налог и перечислять. При отсутствии доходов и налога, они будут привлечены к ответственности.","Обязанность по исчислению налога заключается в правильном определении суммы налога, подлежащей уплате, в соответствии с налоговой базой, ставкой и применяемыми льготами.",31,32,2.7156846979632974,11.783400342462173,0.7020109,0.65655804,0.67852414
64,Объект обложения — имущество юридических лиц. Налоги на имущество не отнесены к категории налогов на доходы.,"Объектом налогообложения является имущество, находящееся на балансе юридического лица, в том числе здания, сооружения и оборудование.",37,34,3.067358946893364,11.084454277656471,0.74674606,0.7004854,0.7228763
65,Пользуется правами налогоплательщика. Требует предоставление необходимых документов и подписывает соглашение с УФН.,"Налогоплательщик имеет право присутствовать при проверке, получать копии документов, составленных в ходе проверки, давать пояснения и обжаловать результаты проверки.",37,33,3.0313764233142138,10.886143913437513,0.72793597,0.7192252,0.7235544
66,"Недопущение использования налогового льготного режима. Налоговые санкции могут быть применены к должностному лицу, не являющемуся налоговым агентом.",Непредставление налоговой отчетности в срок влечет наложение штрафа и начисление пени за каждый день просрочки.,36,44,3.835884676780552,11.470626389354615,0.66917086,0.6883253,0.67861295
67,"Единой налоговой базы у всех субъектов налогообложения. Единую ставку и систему отчетности. Минимальная размерность земельного участка — 0,5 га.",Единый земельный налог заменяет несколько налогов для сельскохозяйственных товаропроизводителей и упрощает расчет налоговых обязательств.,32,47,4.06762821925804,11.554644983895082,0.6865492,0.6741709,0.68030375
68,"Реестр налоговой задолженности — это список всех налоговых обязательств, которые надо уплатить в течение определенного срока. В него входят налоги, отчисления и другие платежи.","Реестр налоговой задолженности — это база данных, содержащая информацию о налогоплательщиках, имеющих просроченные налоговые обязательства.",31,47,3.996768362354487,11.75950061121691,0.7803252,0.81011426,0.79494077
69,Наложение штрафов и санкций за непредставление налоговой декларации.,"Встречная налоговая проверка проводится в отношении контрагентов налогоплательщика для подтверждения достоверности операций, отраженных в отчетности.",31,24,2.167318786960095,11.07359016329234,0.70186126,0.6779931,0.68972075
70,Налоговая ставка для физических лиц составляет 15%.,Ставки налога на имущество физических лиц устанавливаются в зависимости от кадастровой стоимости объекта недвижимости.,36,13,1.2936170529574156,10.049341859153696,0.78645223,0.70928097,0.7458758
71,"Исходом является доход, полученный от деятельности или имущества уставного лица. Рецептор должен предоставить соответствующий документ.",Источник дохода определяется по месту возникновения дохода: доходы от казахстанских источников подлежат налогообложению в Республике Казахстан.,40,32,2.8313764459453523,11.301923502904504,0.670678,0.6691685,0.6699224
72,"Бухгалтерский учет включает ведение бухгалтерского баланса, отчётность по налогам и аналитический анализ статистических данных.","Обязанность включает правильное и своевременное отражение всех хозяйственных операций, влияющих на налоговые обязательства.",41,36,3.1755721517838538,11.336539772770482,0.7168185,0.71629775,0.7165581
73,"Следует начислять штрафы, предусмотренные налоговым законодательством. Должна выплачиваться пеня за уклонение от уплаты налогов и возможные расходы.","За предоставление ложных сведений предусмотрены штрафы, доначисление налогов и возможность уголовного преследования при крупных суммах ущерба.",42,44,3.993536128662527,11.017804417544111,0.72958004,0.7397632,0.73463637
74,Упрощенный режим применяется к доходам физических лиц и организаций. Подобные ограничения не распространяются на корпоративных доходы.,"Упрощенный режим недоступен для налогоплательщиков, превышающих установленный порог годового дохода или занимающихся определенными видами деятельности (например, производство подакцизных товаров).",42,38,3.349008193705231,11.3466428871164,0.72994053,0.6729607,0.7002935
75,Недоимка по обязательным пенсионным взносам возникает в случае непредоставления налогоплательщика определённого вида документа. Необходимость предоставления документов связана с установленными законодательством требованиями.,"Недоимка по обязательным пенсионным взносам — это сумма взносов, не уплаченная работодателем или самозанятым лицом в установленный срок.",36,51,4.396953673101962,11.598939582190445,0.73811674,0.77993757,0.7584511
76,"Принцип равенства налогообложения означает, что налоговые льготы и преимущества в зависимости от вида деятельности предоставляются одинаковым образом. Например, налог на прибыль применяется по схеме, предусматривающей установление базовой ставки для определенных категорий хозяйствующих субъектов, а налог на добавленную стоимость — по применению дополнительной ставки для отдельных видов деятельности.","Принцип равенства налогообложения предусматривает, что все налогоплательщики обязаны уплачивать налоги в равной мере согласно установленным законам, без дискриминации.",34,93,8.028464874718338,11.58378363127144,0.68147665,0.758541,0.71794665
77,"В зависимости от вида деятельности. Если арендатор платит налоги, то у него налоговый статус. При продаже имущества в аренду налоговые льготы не применяются.","Доходы от аренды облагаются индивидуальным подоходным налогом, а арендодатель обязан отражать такие доходы в налоговой отчетности.",43,42,3.703267117030919,11.341336898666212,0.7045909,0.7125222,0.7085344
78,Метод освобождения применяется при двойном налогообложении. Освобождение от уплаты налогов может быть получено при условии соблюдения всех требований законодательства и при наличии определенных правовых оснований.,"Метод освобождения предусматривает, что доход, уже облагаемый налогом в иностранном государстве, освобождается от налогообложения в Казахстане, если это предусмотрено международным договором.",37,49,4.338124201633036,11.295204499113815,0.71567494,0.72477216,0.7201948
79,"Управление может признать смягчающим обстоятельством отсутствие или недостаточное наличие налогового ущерба. При этом налогоплательщик обязан в течение 30 дней представить документы подтверждающие отсутствие ущерба. В случае несоблюдения установленного срока, управление может начать процедуру привлечения к ответственности.",Смягчающим обстоятельством признается добровольное исправление нарушений до начала проверки или частичное устранение последствий нарушения.,42,86,7.395550299901515,11.62861403310924,0.6701155,0.70248085,0.6859166
80,"Ты получишь уведомление о ликвидации и 30 дней для оплаты налогов. После истечения этого срока вынужденно будет прекратить свои права на имущества, а также подвергаться аресту и взиманию штрафов.","При ликвидации юридического лица налоговые обязательства должны быть полностью погашены; если есть задолженность, налоговый орган может инициировать взыскание с учредителей или правопреемников.",38,65,5.576124235987663,11.656842145032831,0.66968125,0.67682576,0.6732345
81,"Начисление штрафа. За допущенное нарушение в размере 2—5 % от суммы задолженности, предельное начисление штрафов и ареста имущества. Налоговая полиция может привлекать к ответственности должника за незаконные действия в отношении налогоплательщика.","Применяются меры принудительного взыскания, арест имущества, ограничение на выезд за границу и судебное разбирательство.",41,77,6.636621617246419,11.60228870060967,0.6730898,0.71564233,0.69371414
82,"Косвенные налоги — налоговые ставки, которые не предусмотрены в законе. Это налог на доходы от продажи имущества или доходов, полученных из других источников. Косвенные налоги облагаются по форме и порядку уплаты обычных налоговых платежей.","Косвенные налоги — это налоги, которые включаются в цену товаров, работ или услуг и уплачиваются конечными потребителями (например, НДС и акцизы).",28,66,5.560622188262641,11.869175384602242,0.73979056,0.73712337,0.7384546
83,Регистрация налогоплательщика и создание НДСПФ.,"Налогоплательщик обязан вести налоговый учет, подавать налоговую отчетность, уплачивать налоги и уведомлять налоговый орган об изменениях данных.",38,20,1.8396272086538372,10.8717678809693,0.74802697,0.6976834,0.7219786
