idx,pred,ref,prompt_tokens,gen_tokens,latency_sec,tok_per_sec,P,R,F1
21,"Наказание за крупные неуплаты налогов может включать штрафы, пени и даже тюремное заключение в зависимости от суммы, тяжести и обстоятельств нарушения. Важно обратиться к юристу или прокурору для получения конкретных рекомендаций по вашей ситуации. Кроме того, важно понимать ответственность за неуплату налогов и потенциальные последствия для вашего финансового положения и репутации. Неуплата налогов может привести к долгосрочным негативным последствиям, включая задержки в получении кредитов или займов, трудности с поиском работы и даже судебные иски со стороны правительства. Всегда лучше соблюдать налоговые требования и обращаться за профессиональной помощью при необходимости. Обратите внимание, что неуплата налогов может быть незаконна в зависимости от местоположения и конкретных обстоятельств, и может повлечь за собой дополнительные наказания или штрафы. Всегда лучше проконсультироваться с юристом или прокурором для получения конкретной информации о вашей ситуации.","За неуплату налогов в крупном размере может наступать уголовная ответственность, предусмотренная уголовным законодательством Республики Казахстан.",39,256,95.24981155991554,2.68766935920883,0.5743261,0.65466684,0.61187047
22,"Налоговый агент обязан ежегодно до 31 марта года, следующего за налоговым периодом, представлять в налоговый орган сведения о доходах и расходах юридического лица (за исключением государственных органов), которые являются налогоплательщиками по уплате индивидуального подоходного налога и подлежат исчислению налоговой обязанности в соответствии с Налоговым кодексом Республики Казахстан.","Налоговый агент обязан правильно исчислить, удержать и перечислить налоги, подлежащие удержанию у источника выплаты, в установленные сроки.",31,101,37.36987877683714,2.702711469928624,0.6842211,0.73801523,0.7101008
23,"Доходы, полученные за рубежом, учитываются в соответствии с законодательством Республики Казахстан. При этом такие доходы подлежат уплате налога на прибыль и НДС по ставкам, установленным законодательством Республики Казахستان. Рекомендуется предварительно проконсультироваться с налоговым специалистом для получения конкретной консультации и определения возможных последствий для вашей ситуации.","Доходы, полученные за рубежом, подлежат налогообложению в Республике Казахстан с учетом положений международных договоров об избежании двойного налогообложения.",33,97,36.42715809261426,2.6628484097876166,0.6846983,0.7671263,0.7235723
24,"Согласно статье 18 Налогового кодекса, если нормы Налогового кодекса противоречат нормам международного договора, то применяются положения международного договора. Это означе­то, что нормы Налогового кодекса не выполняются, а нормы международного договора должны быть выполнены в соответствии с их содержанием. При этом, если международный договор и Налоговый кодекс включают в себя одинаковые положения, то применяется Налоговый кодекс. Это связано с тем, что Налоговый кодекс является высшей юридической нормой, поскольку он принимается на основе Конституции Республики Казахстан. В случае, если международный договор и Налоговый кодекс содержат разные условия, а международный договор не подписан ратифицирован, то применяется Налоговый кодекс, поскольку он является высшей юридической нормой.","В случае противоречия норм Налогового кодекса международному договору применяются положения международного договора, ратифицированного Республикой Казахстан.",40,204,75.79211566178128,2.691572839981672,0.6701643,0.7608042,0.7126136
25,"Налоговые льготы — это преимущества, которые правительство предоставляет налогоплательщикам. Они позволяют людям экономить деньги на своих налогах или получать возврат денег, когда они платят налоги. Налоговые льготы могут быть в форме снижения налога на доход или на другие виды доходов, таких как рента или проценты по кредитам и инвестициям. Они также могут включать дополнительные вычеты или скидки на определенные расходы, такие как медицинские счета, образование и жилье. Налоговые льготы призваны стимулировать экономическую активность и помогают людям управлять своими финансами более эффективно. Однако важно отметить, что налоговые льготы могут также быть сложными и потенциально изменчивыми, поэтому важно проконсультироваться с экспертом или получить консультацию, если вы не уверены, как они работают для вас.","Налоговые льготы — это предоставляемые законом преимущества в виде освобождения от уплаты налогов, снижения ставок, предоставления вычетов или отсрочек.",28,214,78.92194366222247,2.7115399098113606,0.6701924,0.77768606,0.71994895
26,"- Квитанция по квитанции
- Счет-фактура
- Налоговый отчет
- Мой банковский счет","Уплату налогов подтверждают платежные документы, лицевые счета налогоплательщиков, а также данные информационных систем налоговых органов.",32,34,13.01904632896185,2.611558415332192,0.66045177,0.65565926,0.6580468
27,"Налогоплайнер может обжаловать бездействие налогового органа, поддержав жалобу в Налоговом суде. Это можно сделать онлайн, по почте или лично через посредника. Прежде чем подавать апелляцию, налогоплайнер должен получить уведомление о правах от налогового органа и выполнить все предыдолжения. Важно отметить, что Налоговый суд является независимым органом и не связан с любыми другими государственными органами или организациями. Налогоплайнер должен быть готов предоставить доказательства в поддержку своей жалобы и представить все необходимые документы в соответствии с требованиями Налогового кодекса. После подачи апелляции налогоплайнер будет проинформирован о ходе рассмотрения его дела и может ожидать получения решения от Налогового суда. Если решение выносится против него, он может обжаловать его в Верховном суде. Важно отметить, что процесс подачи апелляции может быть сложным и трудоемким, поэтому налогоплайнеру рекомендуется проконсультироваться с юристом для получения дополнительной помощи.",Налогоплательщик вправе подать жалобу на бездействие должностного лица налогового органа в административном порядке или обратиться в суд.,39,280,103.69518247898668,2.700221874403284,0.6388952,0.75006545,0.6900314
28,"Акциз – это налог, взимаемый с определенных товаров и услуг, таких как алкогольные напитки, табак, игры и другие. Он рассчитывается на основе количества или объема потребляемых товаров или полученных услуг. Акцизный налог используется для финансирования различных государственных программ, включая социальные выплаты, образование и здравоохранение. Сумма акциза зависит от страны или региона и часто меняется с течением времени для адаптации к изменениям в ценах на товары и услуги и потребностям правительства. Акцизные налоги также могут использоваться для снижения потребления определенных товаров, которые считаются вредными для здоровья или социально опасными. Это достигается путем увеличения стоимости этих товаров за счет введения акциза, что делает их менее доступными и может отпугнуть людей от их покупки. В целом, акцизные налоги играют важную роль в формировании рынка и распределении доходов правительств по всему миру.","Акциз — это косвенный налог на отдельные виды товаров, работ или услуг, перечень которых установлен законодательством Республики Казахстан.",26,242,89.30197897925973,2.7099063510810235,0.6282643,0.73939997,0.6793167
29,"Фиксированный вычет — это сумма, которая всегда уменьшается с вашего налогооблагаемого дохода в любом налоговом периоде. Он не зависит от фактической стоимости или расходов. Например, в США федеральный стандартный вычет составляет 12 550 долларов США для отдельных лиц и 25 100 доллларов США для супружеских пар, подающих налоги совместно. Обычно это денежные суммы, которые обычно имеют постоянную стоимость, и поэтому их легко определить на основе фиксированного количества, а не на основе фактического использования или потребления. Существует много различных типов фиксированных вычетов, включая налоговые вычеты, социальные пособия, налоговые льготы и налоги. Фиксированный вычет — это сумма денег, которую вы можете снизить со своего налогооблагаемого дохода. Это означация фиксированного вычета в простых словах:","Фиксированный вычет — это установленная законом сумма, которая уменьшает налогооблагаемый доход налогоплательщика при расчете налога.",30,233,85.79863883787766,2.715660797839337,0.6437611,0.77046406,0.7014368
30,"Налоговое правонарушение — это нарушение налогового законодательства, которое не является преступлением. Это может включать невыполнение налоговой отчетности или уплату налога по любой причине, например, непредоставление налоговой декларации или неправильная указание суммы уплаченного налога. Налоговые правонарушения могут быть раскрыты судом или государственным органом и могут привести к штрафам или другим санкциям. Важно соблюдать все налоговые законы и правила, чтобы избежать налоговых нарушений и связанных с ними последствий.","Налоговым правонарушением считается противоправное деяние налогоплательщика или налогового агента, за которое предусмотрена ответственность в соответствии с законодательством.",33,135,49.97026947606355,2.7016064034769087,0.670089,0.72374713,0.69588524
31,"Механизм избежания двойного налогооболожения применяется в случаях, когда один и тот же объект, как правило, капитал или доход, облагается налогом в двух странах. Для этого используется соглашение между странами, которое устанавливает принципы раздела прибыли (процент) по доле участия в совместном предприятии, а также метод распределения и учета такой прибыли в бухгалтерском учете. Таким образом, двойного налогообложения не происходит, поскольку налог платится только одной страной. Например, если компания находится как в России, так и за рубежом и получает доход от совместного предприятия с иностранным партнером, то при соблюдении соглашения о разделе прибыли эта прибыль будет распределяться между странами. В результате налог на такой доход будет уплачен только одной из стран, в зависимости от того, какова доля участия компании в совместном предприятии. Таким образом, двойное налогообложение будет исключено. Однако такие соглашения не распространяются на дивиденды, поэтому при выплате дивидендов иностранному резиденту они облагаются налогом как в России, так и за рубежом, если только не предусмотрена соответствующая льгота. Такие льготы предусматриваются двусторонними налоговыми договорами между странами, например, Договором о избежании двойного налогообложения и предотвращении уклонения от уплаты налогов с доходов и имущества (ДДНПУ) между Россией и США. Таким образом, если дивиденды выплачиваются российской компанией американскому резиденту, то такие дивиденды освобождаются от налога в России, но подлежат налогу в США по ставке 30%. В результате общие налоговые обязательства при уплате таких дивидендов составят не более 5%, что является общей налоговой нагрузкой. Таким образом, механизм избежания двойного налогообложения применяется для исключения двойного налогообложения при распределении прибыли в совместных предприятиях и выплате дивидендов иностранным","Механизм избежания двойного налогообложения применяется, если физическое или юридическое лицо получает доход в двух странах и между этими странами заключено соответствующее соглашение.",37,512,189.62191962776703,2.7001097816384827,0.6106602,0.7715298,0.68173337
32,"При переплате налога, вы можете получить возврат. Однако, если это произошло случайно из-за ошибки в работе или технической неполадки, вам может потребоваться подать запрос на возврат с помощью формы 1040X и приложения 1040X для возврата переоцененного налога и процентов, начисленных по нему. Важно отметить, что вы не можете использовать налоговую декларацию, чтобы получить возврат за превышение или неправильное расчет дохода. Если вы переплатили более 2 миллионов долларов в виде государственных и местных налогов, вам может потребоваться подать запрос на возврат с помощью формы 1040X. Важно отметить, что если вы не можете получить возврат из-за ошибки или технической неполадки, вы все равно можете подать налоговую декларацию за прошлый год и подать заявку на возврат в следующем году. Если вы переплатили более 2 миллионов долларов в виде федеральных, государственных и местных налогов, вам может потребоваться подать запрос на возврат с помощью формы 1040X. Важно отметь, что если вы не можете получить возврат из-за ошибки или технической неполадки, вы все равно можете подать налоговую декларацию за прошлый год и подать заявку на возврат в следующем году. Если вам нужно вернуть больше 2 миллионов долларов из федеральных, государственных или местных налогов, вам может потребоваться подать запрос на возврат с помощью формы 1040X. Важно отметить, что если вы не можете получить возврат из-за ошибки или технической неполадки, вы все равно можете подать налоговую декларацию за прошлый год и подать заявку на возврат в следующе. Если вам нужно вернуть больше 2 миллионов долларов из федеральных, государственных и местных налогов, вам может потребоваться подать запрос на возврат с помощью формы 1040X. Важно отметить, что если вы не можете получить возврат из-за ошибки или технической неполадки, вы все еще можете подать налоговую декларацию за прошлый год и",При переплате налога налогоплательщик имеет право на зачет переплаты в счет предстоящих платежей или возврат переплаты на расчетный счет.,29,512,189.5793074197136,2.700716691967191,0.55022573,0.7099397,0.6199616
33,"Налоговый агент имеет право на получение налоговых льгот и освобождений, таких как упрощенная декларация о доходах или возможность подавать налоговые декларации в электронном виде. Налоговый агент также может иметь право на специальные налоговые льготы для определенных категорий лиц, например, пенсионеров, инвалидов или малообеспеченные семьи. Кроме того, налоговый агент может иметь право на получение налоговых возвратов или кредитов за уплаченные налоги или в связи с определенным образом жизни или семейным положением. Важно отметить, что конкретные права и льготы могут различаться в зависимости от юрисдикции и налогового статуса лица. Рекомендуется проконсультировать налоговое агентство или налогового специалиста для получения более подробной информации о правах, доступных налогоплательщику.","Налоговый агент имеет право получать консультации по применению налогового законодательства и обжаловать решения налоговых органов, как и налогоплательщик.",29,208,76.38428512495011,2.723073203601391,0.65803146,0.7702694,0.7097405
34,"Облагаемый налогом на имущество физического лица – это объект налогообложения, который представляет собой недвижимое имущество, которое в соответствии с законодательством Республики Казахстан является объектом обложения. Платежи по налогу на имущество физических лиц производятся за право пользования земельными участками и помещениями (квартирами), которые используются для личного пользования. В случае использования таких помещений в коммерческих целях, налог не уплачивается. Налоговая нагрузка рассчитывается исходя из стоимости недвижимого имущества и устанавливается на основании сметной стоимости объектов налогообложения или рыночных цен. Налоги на имущество физических лиц применяются к земельным участкам, которые находятся в государственной собственности, а также к помещениям, расположенным на этих землях и используемых для личного пользования. К ним относятся: - жилые дома и квартиры; - хозяйственные постройки (сараи, гаражи, сенокосные сооружения); - земельные участки с дачами или садовыми домиками, которые используются для личного пользования. Налог на имущество физических лиц не уплачивается за объекты, которые находятся в государственной собственности и не используются для личного пользования (например, больницы, школы, детские сады). Также не облагается налогом на имущество физического лица недвижимость, которая была приобретена менее 6 месяцев назад. Обложение объектов налогообложения осуществляется в соответствии с законодательством Республики Казахакстан и производится в бюджет местного государственного управления, где находится объект налогообложения. Налоговые платежи производятся ежегодно в течение первого полугодия года, когда право пользования недвижимым имуществом начинается или продолжается. Налоговая ставка на имущество физического лица устанавливается местным исполнительным органом государственного управления и может различаться в зависимости от региона. Обычно налоговая ставка составляет 0,1-2% от стоимости объекта налогообложения. Рассчитывать налоговые платежи по имуществу","Налогу на имущество физических лиц подлежат жилые дома, квартиры, дачи, гаражи и иные строения, находящиеся в собственности физических лиц.",34,512,189.89016492012888,2.696295514911771,0.60851973,0.78050566,0.6838652
35,"Сокрытие доходов — это незаконное действие, которое может привести к серьезным последствиям. Некоторые из возможных последствий включают:
1. Законные последствия: Сокрытие доходов является преступлением и может повлечь за собой штрафы, тюремное заключение или и то, и другое в зависимости от тяжести правонарушения.
2. Угроза налоговой отчетности: Налоговые органы могут расследовать финансовые операции компании и выявить сокрытие доходов. Это может привести к более высоким налогам и штрафам.
3. Повреждение репутации: Компании, обнаруженные в сокрытии доходов, могут столкнуться с негативной реакцией общественности, снижением доверия со стороны клиентов и партнеров, а также потерей деловых возможностей.
4. Ущерб для акционеров: Сокрытие доходов может привести к неэффективному управлению компанией, что в конечном итоге приведет к потере прибыли и снижению стоимости акций.
5. Финансовые последствия: Налоговые органы могут наложить штрафы и проценты за уплаченные налоговую задолженность. Это может привести к серьезным финансовым потерям для компании, особенно в долгосрочной перспективе.","При сокрытии доходов налогоплательщик несет ответственность в виде доначисления налогов, начисления пени, наложения штрафов, а в некоторых случаях — привлечения к уголовной ответственности.",34,310,113.99074961198494,2.7195189175894914,0.59399414,0.69022596,0.6385045
36,"Налоговая обязанность включает в себя сбор, уплату и представление налоговых отчетов, как физических лиц, так и юридических лиц. Она также включает соблюдение законов и правил, касающихся налогообложения, таких как регистрация для уплаты налогов и обеспечение точности расчетов и деклараций. Кроме того, налоговая обязанность может включать обращение за консультациями у бухгалтера или налогового специалиста, чтобы убедиться, что все налоги были правильно рассчитаны и представлены. В целом, налоговая обязанность является важной частью финансовой ответственности для всех лиц и организаций, которые подчиняются правилам налогообложения.","Налоговая обязанность включает правильное исчисление налога, своевременную его уплату и подачу налоговой отчетности.",30,162,59.77101481612772,2.7103438095932804,0.69502133,0.7823959,0.73612493
37,"Налоговые органы не вправе требовать от налогоплателя: 
- Предоставление информации, составляющей коммерческую тайну; 
- Содержание, составляющее коммерческую тайну; 
- Документов и сведений о деятельности по управлению персоналом.","Налоговым органам запрещено требовать от налогоплательщика выполнения действий, не предусмотренных налоговым законодательством.",41,68,26.18209465080872,2.597194796937288,0.6912908,0.77723646,0.73174864
38,"Да, налогоплекты имеет право на налоговые вычеты. Вычеты — это суммы дохода, которые налогоплекты может уменьшить с налогооблагаемого дохода перед уплатой налогов. Налоговый кодекс США разрешает определенные типы расходов для вычетов. Основные категории вычетов включают стандартные вычеты, вычеты за работодателя и индивидуальные вычеты. Стандартный вычет оценивается в зависимости от статуса налогоплекта (сингель, хед оф хаусхолд или жувэл). Вычеты за работодателя включают уплаченные проценты по студенческим кредитам и платежи в пенсионный план. Индивидуальные вычеты могут включать медицинские расходы, налоговые сборы, благотворительные взносы и долгосрочное управление активами. Налогоплекты должен знать конкретные требования для каждого типа вычета, чтобы иметь право на них. Кроме того, он должен правильно отчитаться о своих доходах и расходах, чтобы получить вычеты. Рекомендуется проконсультироваться с налоговым специалистом, который поможет ему понять права и обязанности в отношении вычетов. Это может помочь налогоплекты максимизировать свои вычеты и минимизировать свою налоговую ответственность. Имейте в виду, что налоговые законы и правила могут меняться, поэтому важно оставаться в курсе событий относительно того, как они влияют на права налогоплекта на вычеты. Налогоплект должен регулярно проверять налоговые изменения и корректировать свои декларации соответствующим образом. Это может помочь ему сохранить свою законную правоспособность на получение вычетов, а также обеспечить точность своей налоговой отчетности. Помните, что налогоплект должен сохранить все документы и доказательства, подтверждающие его право на получение вычета, поскольку IRS может запросить эти документы в случае аудита. Это может помочь им защитить себя, если их права на вычеты будут оспорены. В целом, налогоплект имеет право","Да, налогоплательщик вправе использовать налоговые вычеты в порядке, установленном Налоговым кодексом.",37,512,190.51765615399927,2.6874149637141245,0.6056794,0.7275914,0.6610617
39,"Согласно статье 205 Налогового кодекса, индивидуальные предприниматели освобождаются от уплаты налога на доходы физических лиц в случае получения доходов за счет:

1. Вознаграждений по трудовому договору с работодателем-резидентом.
2. Роялти за использование прав интеллектуальной собственности или другие права.
3. Приобретения, использования и пользования имущества для предпринимательской деятельности (включая амортизацию).
4. Преобразования внерабочей недвижимости в жилое помещение или в другое нежилое помещение с целью использования его в предпринемательской деятельности.
5. Выпуска акций, облигаций и других ценных бумаг.
6. Доходов от реализации имущества по договору купли-продажи (за исключением доходов от продажи недвижимости).
7. Инвестиционного дохода, полученного при покупке ценных бумаг, в том числе акций, облигаций и паевых инвестиционных фондов.
8. Доходов от участия в товариществе с ограниченной ответственностью (ТОО) или других организациях, которые не являются резидентами Республики Казахстан.
9. Прибыли по страхованию от несчастных случаев на производстве или профессиональных заболеваний.
10. Дохода от участия в деятельности коммерческого партнера и получения доходов за счет использования имущества.

Это означает, что эти доходы освобождаются от налогообложения при уплате НДФЛ индивидуальным предпринимателем.

Примечание: Важно отметить, что не все доходы получателя ИПН будут освобождены от налогов. Существуют также дополнительные требования и ограничения на эти типы доходов для получения исключений из налогообложения. Поэтому важно проконсультироваться с финансовым специалистом для получения более подробной информации о конкретных доходах, которые могут быть освобождены от налогов в зависимости от индивидуальных обстоятельств получателя ИПН.","Освобождаются, например, социальные выплаты, алименты, пособия и определённые компенсационные выплаты, установленные законодательством.",39,503,188.0857361648232,2.6743123123340484,0.5689332,0.6776758,0.6185617
40,"Специальный налоговый режим для крестьянских хозяйств имеют право применять лица, занимающиеся сельскохозяйственной деятельностью (кроме садоводства и огородничества), которые не осуществляют экономическую деятельность в отношении налогоплательщиков в соответствии с законодательством Республики Казахстан. В том числе крестьянские хозяйства, занимающиеся сельскохозяйственной деятельностью (кроме садоводства и огородничества), не осуществляющие экономической деятельности в соответствии с законодательством Республика Казахахстана.","Применять специальный режим могут крестьянские хозяйства, занимающиеся сельским хозяйством без использования наемного труда, в рамках установленного лимита дохода.",45,134,50.05358606297523,2.6771308619407823,0.66520464,0.7412953,0.7011918
41,"Налоговые правонарушения — это юридические нарушения, которые могут иметь место в отношении налоговых дел. Административная ответственность за эти правонарушения относится к санкциям и мерам, принимаемым государственными органами по контролю за соблюдением налогового законодательства.

Административные наказания за налоговые нарушения могут различаться в зависимости от страны или юрисдикции. Однако некоторые распространенные административные меры включают:

1. Уведомление о налоговом правонарушении: Это официальное уведомление, изданное государственным органом по контролю за соблюдением налогового законодательства, в котором указывается конкретное нарушение и требуемое исправление.

2. Наложение штрафных санкций: Многие юрисдикции налагают финансовые штрафы на лиц или организации, которые совершают налоговые правонарушения. Эти штрафные санкции могут быть фиксированными или процентными и рассчитываться в зависимости от серьезности нарушения.

3. Пеня: Налоговое законодательство также может предусматировать пеню за налоговые правонарушения, которая является дополнительным сбором, взимаемым сверх основной суммы налога, которую необходимо уплатить.

4. Увеличение сроков уплаты: В некоторых случаях государственные органы по контролю за соблюдением налогового законодательства могут увеличивать сроки уплаты для лиц или организаций, которые совершают налоговые нарушения.

5. Принудительные меры: Налоговые правонарушения также могут привести к принудительным мерам, таким как конфискация имущества, арест активов или даже тюремное заключение в крайних случаях.

В целом, административная ответственность за налоговые нарушения призвана содействовать соблюдению и обеспечивать соответствие налогового законодательства. Однако важно отметить, что не все налоговые правонарушения обязательно приводят к административной ответственности, и в некоторых случаях могут быть применимы более мягкие меры или альтернативные варианты разрешения.

Если вы подозреваете, что совершили налоговое нарушение или стал","Административная ответственность предусматривает наложение штрафов за нарушения требований налогового законодательства, без привлечения к уголовной ответственности.",36,512,191.2317926529795,2.677379074352482,0.6080708,0.72455335,0.66122127
