idx,pred,ref,prompt_tokens,gen_tokens,latency_sec,tok_per_sec,P,R,F1
10,"К налогу взимается штраф в размере 5-10% от ставки, применяется арест на сумму задолженности. В случае банкротства или прекращения деятельности налогоплательщик обязан выплатить оставшуюся задолженность по установленному сроку.","При наличии задолженности применяются меры по обеспечению исполнения налогового обязательства: начисление пени, ограничение на распоряжение имуществом, принудительное взыскание через судебный порядок.",41,63,12.535997292026876,5.025527569319846,0.6900335,0.6821378,0.68606293
11,"Если налогоплательщик считает, что действия налогового органа противоречат закону или закономерно не проведены. Наложник может обратиться в налоговую инспекцию или подать иск в суд.",Налогоплательщик вправе подать жалобу в вышестоящий налоговый орган либо обратиться в суд для защиты своих прав и законных интересов в установленный законодательством срок.,37,51,10.10498717566952,5.04701283766062,0.7686385,0.75956285,0.76407367
12,В 10 дней от даты получения уведомления.,Жалоба на уведомление о результатах налоговой проверки должна быть подана в течение 30 календарных дней с момента его получения.,39,13,3.9551560981199145,3.286848781058112,0.8005729,0.70640296,0.75054556
13,"Налогоплательщик обязан уплачивать налоги, установленные законодательством. Необходимо сдать отчеты и налоговые декларации. Приглашается подача заявлений на льготный режим или уведомление о невыплате налога.","Принцип обязательности налогообложения означает, что каждый налогоплательщик обязан исполнять налоговые обязательства в полном объеме и в установленные сроки.",33,65,11.99899610131979,5.417119853289272,0.7120928,0.7373713,0.7245116
14,"Патентная система налогообложения предусматривает специальный порядок учета доходов, налоговый режим для отдельных категорий подоходного налога и ограничение права на отчисления до 10%. При наличии патента доходы защищены от налоговой проверки.","Патентная система налогообложения — это специальный режим, при котором налогоплательщик уплачивает единый налог авансом, получая право на ведение определенных видов предпринимательской деятельности.",32,69,12.503183193039147,5.518594659831435,0.7138014,0.731573,0.72257787
15,"Средний штраф составляет 5 % от налоговой базы, минимальный — 2000 рублей. Если налогоделе не представил налоговую декларацию вовремя, он может быть привлечен к ответственности и лишён права на налоговые льготы.","За несвоевременное представление налоговой отчетности предусмотрен штраф, размер которого определяется в зависимости от срока просрочки и категории налогоплательщика.",43,64,12.736378057859838,5.024976465778236,0.6932905,0.6861564,0.68970495
16,"При уведомлении налоговой инспекции о занижении налоговой базы в течение 6 месяцев с момента нарушения и уплате всех предусмотренных налогов, налоговая база восстанавливается до уровня 1 января.","За занижение налоговой базы предусмотрена ответственность в виде начисления доначисленных сумм налога, пени и штрафа в установленном проценте от доначисленной суммы.",33,56,10.664989268872889,5.250825724076727,0.7324651,0.7257446,0.7290893
17,"Твой налог. Пеня — это взимаемая сумма с дохода. Согласно законодательству, если доход превышает определенный уровень, то возвращается часть этой суммы. При этом применяется стипулированная процентная ставка.","Пеня — это денежная сумма, начисляемая за каждый день просрочки исполнения налогового обязательства, рассчитанная исходя из ставки рефинансирования Национального банка Республики Казахстан.",25,59,10.353440940380096,5.698588550391054,0.69578874,0.68270075,0.6891826
18,Нет. Разъяснения налогоплательщик предоставляет самостоятельно.,"Да, налогоплательщик вправе получить от налогового органа письменное или устное разъяснение по применению норм налогового законодательства.",40,17,4.566197198815644,3.723010474538719,0.77218497,0.69343364,0.7306936
19,"Получение дохода от оказания услуг, продажи товаров и выполнения работ.","Обложению индивидуальным подоходным налогом подлежат доходы физических лиц, полученные в виде заработной платы, дивидендов, процентов, аренды, продажи имущества и прочие доходы.",39,19,4.974902840796858,3.8191700638231287,0.75142,0.68958575,0.71917623
20,"Тот, кто владеет имуществом на территории РФ и в течение 12 месяцев не имеет налогооблагаемых доходов. Научные работники и студенты.",Упрощенный режим налогообложения могут применять субъекты малого бизнеса при соблюдении установленных законодательством критериев по доходам и количеству работников.,36,40,8.087906138971448,4.945655811614904,0.6742539,0.6471109,0.6604036
21,"Санкция закона о налоговой ответственности предусматривает штраф в размере от 100 до 300 тыс.рублей, лишение права занимать определенные должности или право на участие в выборах сроком на один год и запрет на участие в деятельности в течение трех лет.","За неуплату налогов в крупном размере может наступать уголовная ответственность, предусмотренная уголовным законодательством Республики Казахстан.",39,68,12.991292272228748,5.234275280324682,0.6540469,0.68419755,0.6687826
22,Налоговая обязанность налогового агента — это обязанность налогообложения налоговыми органами и уплате налоговых платежей.,"Налоговый агент обязан правильно исчислить, удержать и перечислить налоги, подлежащие удержанию у источника выплаты, в установленные сроки.",31,32,6.509777163155377,4.915682856414269,0.7462375,0.67858285,0.7108039
23,"Доходы учитываются в соответствии с законодательством страны, где расположен источник дохода. Если налоговая практика другой страны, то применяется соответствующая норма.","Доходы, полученные за рубежом, подлежат налогообложению в Республике Казахстан с учетом положений международных договоров об избежании двойного налогообложения.",33,42,8.288185993209481,5.0674538474897455,0.68032706,0.6724634,0.6763724
24,"Если НК и Договор не совпадают, применяется НК.","В случае противоречия норм Налогового кодекса международному договору применяются положения международного договора, ратифицированного Республикой Казахстан.",40,18,4.920153721701354,3.658422280711939,0.69017637,0.6199124,0.65316015
25,"Налоговые льготы — это предоставление налогоплательщикам урегулированных процедур, которые позволяют снизить налоги. Они могут включать в себя специальные режимы уплаты, льготу на определенное количество работников или возможность использовать особые учётные методы.","Налоговые льготы — это предоставляемые законом преимущества в виде освобождения от уплаты налогов, снижения ставок, предоставления вычетов или отсрочек.",28,69,12.228208615910262,5.642690778943967,0.7258086,0.78157544,0.7526605
26,"Форма 1СПН, налоговый выписка и другие.","Уплату налогов подтверждают платежные документы, лицевые счета налогоплательщиков, а также данные информационных систем налоговых органов.",32,18,4.059944176115096,4.4335584971574535,0.7238918,0.7069846,0.7153383
27,"Налогообложенный гражданин может обжаловать бездействие налогового органа, в том числе при наличии оснований для иска упрощенного налогоплательства. Порядок применения этого режима и порядок выдачи акта на обращение обжалования предусмотрен Кодексом федерального налогообложения.",Налогоплательщик вправе подать жалобу на бездействие должностного лица налогового органа в административном порядке или обратиться в суд.,39,80,14.96924862312153,5.344289617611925,0.7064675,0.75961596,0.7320783
28,"Акциз — налог на продажу товаров и услуг, установленный законодательством. В отличие от налога на доходы, акциз не взимается с физических лиц и применяется к юридическим лицам.","Акциз — это косвенный налог на отдельные виды товаров, работ или услуг, перечень которых установлен законодательством Республики Казахстан.",26,50,8.944903171155602,5.589775433370113,0.7348329,0.7849429,0.7590618
29,"Фиксированный вычет — это налоговая компенсация для фиксированных расходов. В данном случае доход от продажи недвижимости, а также расходы по его аренде или погашению долга.","Фиксированный вычет — это установленная законом сумма, которая уменьшает налогооблагаемый доход налогоплательщика при расчете налога.",30,52,9.421760801691562,5.519138205107482,0.77052206,0.7876061,0.7789705
30,Неправильное опровержение налогового учета. Оно может быть в виде уплаты налогов или возвращения излишков за счет средств бюджета.,"Налоговым правонарушением считается противоправное деяние налогоплательщика или налогового агента, за которое предусмотрена ответственность в соответствии с законодательством.",33,38,7.413502794224769,5.125782110664688,0.6981668,0.7001645,0.6991642
31,"В случае использования налогового резидента. Объект налогового резидента не может быть физическим лицом и налогоплательщиком, а также его уполномоченный представитель на территории других государств.","Механизм избежания двойного налогообложения применяется, если физическое или юридическое лицо получает доход в двух странах и между этими странами заключено соответствующее соглашение.",37,47,9.33825299469754,5.0330613259983,0.6935277,0.6830382,0.6882429
32,"Если заработная плата превышает установленную величину, налогоплательщик подлежит расследованию.",При переплате налога налогоплательщик имеет право на зачет переплаты в счет предстоящих платежей или возврат переплаты на расчетный счет.,29,26,5.354025573004037,4.856159098510229,0.75484586,0.7290435,0.7417203
33,"Рыночные права. Вы получаете доход от продажи налоговых вычетов, а также право на уплату налога.","Налоговый агент имеет право получать консультации по применению налогового законодательства и обжаловать решения налоговых органов, как и налогоплательщик.",29,29,5.860969168134034,4.947987127738599,0.7265276,0.7243922,0.7254583
34,При доходе в 1 млн.рублей за период.,"Налогу на имущество физических лиц подлежат жилые дома, квартиры, дачи, гаражи и иные строения, находящиеся в собственности физических лиц.",34,14,3.5762214581482112,3.9147463779408342,0.607834,0.5542819,0.5798241
35,Следует зафиксировать налоговую базу. Налогоплательщик обязан уплатить недоимки и начисленную пенсию. В случае отказа в выдаче налогового удостоверения с момента подачи заявления по окончании проверочных процедур установленный срок для реабилитации.,"При сокрытии доходов налогоплательщик несет ответственность в виде доначисления налогов, начисления пени, наложения штрафов, а в некоторых случаях — привлечения к уголовной ответственности.",34,78,14.369174028746784,5.428286959567349,0.68974763,0.71751744,0.70335853
36,"Согласно ст. 2 НК РФ, налоговая обязанность включает сбор и уплату налогов. Также предусмотрена ответственность за подачу неправдоподобных документов.","Налоговая обязанность включает правильное исчисление налога, своевременную его уплату и подачу налоговой отчетности.",30,45,8.474870945326984,5.309815369496907,0.7360765,0.79299664,0.76347715
37,Налогооблагаемые доходы не могут быть задержаны за нарушение требований законодательства. При непредставлении документов налоговый орган может применить штрафы и начислить пеню.,"Налоговым органам запрещено требовать от налогоплательщика выполнения действий, не предусмотренных налоговым законодательством.",41,49,9.99456906085834,4.90266260622465,0.72202,0.7478287,0.7346978
38,"Да. Тот факт, что налогоплательщик работает в сфере обслуживания, а также наличие дополнительных льгот наёмного труда и субсидий, позволяет ему применение налоговых вычетов.","Да, налогоплательщик вправе использовать налоговые вычеты в порядке, установленном Налоговым кодексом.",37,50,9.794284232892096,5.105018275055286,0.72466016,0.7993954,0.7601954
39,"Доходы от продажи товаров и работ, а также получение дохода от инвестиций. Если ИПН не платит налог на доходы в течение 2 календарных кварталов с момента выхода в ею категорию, все доходы признаны налоговой базой и освобождаются.","Освобождаются, например, социальные выплаты, алименты, пособия и определённые компенсационные выплаты, установленные законодательством.",39,72,13.625220139045268,5.284318291025066,0.6579489,0.6890244,0.6731282
40,"Крестьянские хозяйства, которые используют особый налоговый режим. Включается в это сельскохозяйственные предприятия и сельские кооперативы, получающие дотации со стороны государства.","Применять специальный режим могут крестьянские хозяйства, занимающиеся сельским хозяйством без использования наемного труда, в рамках установленного лимита дохода.",45,50,10.349191753193736,4.831295157379814,0.70781934,0.7262015,0.7168926
41,Применение мер административной ответственности для устранения выявленных нарушений или принудительного исполнения налогового долга.,"Административная ответственность предусматривает наложение штрафов за нарушения требований налогового законодательства, без привлечения к уголовной ответственности.",36,31,6.716887584887445,4.615232815530211,0.75939,0.73620546,0.747618
42,Налог на прибыль. Источник — доходы от продажи товаров и выполнения работ.,Зачет налогов — это применение сумм переплаты по одним обязательствам в счет погашения недоимки по другим налоговым обязательствам.,27,24,4.57650654995814,5.244174729788057,0.7088523,0.6601165,0.68361694
43,"Обнаружив ошибки, налогоплательщик должен обновить налоговую отчетность и предоставлять соответствующие документы. При этом налогоплательщику могут быть выдвинуты штрафные санкции в зависимости от степени нарушения налогового законодательства.","Налогоплательщик обязан представить уточненную налоговую отчетность в порядке, установленном Налоговым кодексом.",40,63,12.1355332871899,5.1913664203370375,0.744764,0.8034481,0.77299386
44,"Платежи в бюджет включает сборы, налоговую отчетность и налоги.","Платежи в бюджет включают налоги, сборы, пошлины и иные обязательные платежи, установленные законодательством.",35,23,5.056615386158228,4.548497016988727,0.88270116,0.8019221,0.8403749
45,Нерезиденты могут уплатить налог на доходы за пределами Казахстана. Налоги в Казахстане начисляются при получении доходов.,"Обложению подлежат доходы от источников в Казахстане: дивиденды, проценты, роялти, доходы от оказания услуг, а также доходы от продажи активов.",42,39,8.375939608551562,4.656194029883199,0.7350273,0.70779514,0.7211543
46,"Документом является договор о совместном производстве или договор о взаимопредоставлении услуг. Такие соглашения регулируются международным законодательством, а в случае отсутствия урегулирования — подлежат применению национального законодательства Казахстана.","Регулируется международными договорами об избежании двойного налогообложения, заключенными Республикой Казахстан.",41,59,11.677937030792236,5.05226221415902,0.67870796,0.71312994,0.69549334
47,"Возмещение отступлений за счет налогообложения, а при отсутствии — наличное вознаграждение.",Переплата возвращается на расчетный счет налогоплательщика на основании его письменного заявления в налоговый орган.,32,29,6.001505874097347,4.832120572465778,0.6774563,0.69166666,0.68448776
48,"Электронная налоговая отчетность — это формат, которым подается налоговый уведомление. Возможности использования: автоматизация работы с налоговыми органами и снижение риска ошибок.",Электронная налоговая отчетность — это представление налоговых деклараций и заявлений через электронные системы налоговых органов с использованием цифровой подписи.,33,50,9.469904182944449,5.27988446705209,0.75054646,0.7814973,0.7657093
49,"Предположим, что у нас есть налог на имущество. У каждого человека имеется определенная сумма, которая вносится в бюджет. Далее приходят налоги с этого имущества и распределяются между налогоплательщиками. То, какого размера будет налог, зависит от различных факторов.","Принцип определенности налогообложения означает четкое установление всех элементов налога: объекта, ставки, налоговой базы и порядка уплаты.",33,73,13.192344742827116,5.533512155956297,0.6560502,0.69175863,0.6734314
50,"Собственник, управляющий, получатель налоговых льгот.","Налог на имущество обязаны уплачивать юридические лица, владеющие объектами недвижимости на праве собственности, хозяйственного ведения или оперативного управления.",36,16,4.273741266690195,3.7437923827314954,0.6822435,0.6632086,0.67259145
51,"Режим для субъектов малого бизнеса на основе упрощенной декларации. Упрощен порядок налогообложения, налоговый учет и раскрытие информации. Субъекты могут использовать один из видов упрощенного режима — «упрощенный», «сниженный» или «наличный». Для применения этого режима необходим минимальный доход.","Это специальный режим, при котором налогоплательщик уплачивает единый налог на основе доходов и расходов без применения сложных расчетов.",42,87,16.604242482222617,5.239624758139182,0.6567369,0.7196639,0.6867619
52,"Нарушение налогового законодательства, предусматривающее применение санкций.","К грубым нарушениям относятся: уклонение от уплаты налогов, сокрытие объектов налогообложения, фальсификация документов и иные умышленные действия.",41,18,5.100378281902522,3.529149997338181,0.7033347,0.66444564,0.6833373
53,"Налогооблагаемый налог перечисляется на текущую счетовую задолженность. Также, начисленная сумма будет перечислена в качестве налога за недоплаты.","При удовлетворении жалобы налоговый орган отменяет или изменяет оспариваемое решение, а также принимает меры к восстановлению нарушенных прав налогоплательщика.",36,45,8.901089286897331,5.055561016137805,0.68542844,0.6817504,0.68358445
54,"Налоговый резидент — лицо, постоянно проживающее в Казахстане или имеющее постоянные места жительства в Республике Казахстан.","Налоговым резидентом признается лицо, постоянно проживающее в Казахстане или находящееся на территории страны 183 календарных дня и более в течение 12 месяцев.",33,32,6.650148403830826,4.811922690562268,0.8482382,0.7841024,0.81491035
55,"Трансфертное ценообразование — это система расчёта налогов в зависимости от места расположения объекта. Например, налог на имущество при регистрации на территории РФ и налог на доходы на территории других государств.","Трансфертное ценообразование — это механизм установления цен в сделках между взаимосвязанными лицами, подлежащий контролю для предотвращения ухода от налогообложения.",31,56,10.344985171221197,5.413250872102445,0.7618694,0.75694335,0.75939834
56,"Если налоговый агент допустил ошибку, ему могут быть применены штрафы и взыскание дополнительных сборов. Также предусмотрена санкция за отказ исполнения требований налоговой службы в течение установленного срока.",Налоговому агенту могут быть начислены штрафы за несвоевременное удержание или перечисление налогов в бюджет.,39,56,11.06179925892502,5.062467568720105,0.7307131,0.76585007,0.7478691
57,"Приостановление счетов налогоплательщика, при котором не могут быть осуществлены операции с его счетами до истечения установленного периода. Приостановление может быть временным или постоянным.","Приостановление операций — это мера налогового контроля, ограничивающая расходные операции по банковским счетам налогоплательщика до исполнения им налоговых обязательств.",39,48,9.624868194106966,4.987081280696295,0.75026554,0.74698794,0.74862313
58,"Существуют различные виды налоговой тайны, например: налоговая конфиденциальность. Такая защита позволила бы, чтобы налогоплательщик не смогли выяснить уведомления о платежах и аналитические данные налоговиков. В то время как налоговые органы могли бы не сообщать информацию о доходе налогоплательщика.","Право на налоговую тайну предполагает защиту сведений о налогоплательщике, доступ к которым ограничен законодательством.",33,88,15.7047537737526,5.603398898687265,0.70819366,0.72307384,0.7155564
59,"Справедливость означает, что налогоплательщик может рассчитывать на то, что полученный налог будет применен к нему в соответствии со своими обязанностями. Для этого необходимо соблюдение установленной налоговой процедурой и предоставление всех необходимых документов.",Принцип справедливости означает равенство налогоплательщиков перед законом и запрет предоставления индивидуальных налоговых льгот.,35,60,11.30070302123204,5.3094041925772695,0.7129907,0.76753396,0.7392576
60,"Причиной неуплаты налога становится отсутствие налогоплательщика или уплаченные суммы ниже установленной ставки. В данном случае предусмотрена возможность отказа от применения административных процедур, а также введения санкций в виде дополнительного взноса налога на срок до 3 лет.","При неполной уплате налога образуется задолженность, на которую начисляется пеня. При длительной неоплате налоговый орган вправе инициировать принудительное взыскание задолженности через суд или иные меры обеспечения исполнения обязательства.",32,75,13.452828655019404,5.575035698683091,0.6950178,0.6984266,0.69671804
61,"Налоговая ответственность предусмотрена учетным освобождением, штрафами и лишением права на получение налоговых льгот.","За неуплату налогов в крупном размере предусмотрены административные штрафы, начисление пени, а при особо крупных суммах — возможность привлечения к уголовной ответственности.",39,32,7.133561184164137,4.485838023095269,0.7467365,0.71103925,0.7284508
62,"Привилегированные доходы — неограниченный налоговый режим, льготные условия иностранного налогообложения.","Освобождаются дивиденды, проценты и роялти, если международным договором установлены нулевые или сниженные ставки налога и предоставлены соответствующие подтверждающие документы.",43,33,7.4751007137820125,4.414656238565074,0.7140485,0.68669194,0.7001031
63,"Остается за налогоплательщиком, анализируя данные. Если нет, налоги не взыскиваются.","Обязанность по исчислению налога заключается в правильном определении суммы налога, подлежащей уплате, в соответствии с налоговой базой, ставкой и применяемыми льготами.",31,30,5.974155795760453,5.021630005245166,0.69072276,0.640674,0.6647576
64,"Объект обложения — имущество юридических лиц. Налоги на имущество начисляются за счет доходов, полученных от операций с имуществом. В отличие от налогооблажений, налогоплательщик обязан предоставлять информацию в налоговые органы и выдавать декларации.","Объектом налогообложения является имущество, находящееся на балансе юридического лица, в том числе здания, сооружения и оборудование.",37,76,14.187599482014775,5.3567906322942855,0.6897685,0.70313,0.69638515
65,"Налогоплательщик имеет право признать налоговое правовое положение, а также подавать жалобу. Согласно статье 78 Кодекса об административных правонарушениях (КоАП) нарушители обязаны выплатить штрафы и производиться выездные проверки в местах проживания. После этого налоговая проверка может быть отменена.","Налогоплательщик имеет право присутствовать при проверке, получать копии документов, составленных в ходе проверки, давать пояснения и обжаловать результаты проверки.",37,93,17.090250686742365,5.441698995799053,0.699065,0.77501917,0.7350853
66,Недополучение налоговой льготы.,Непредставление налоговой отчетности в срок влечет наложение штрафа и начисление пени за каждый день просрочки.,36,12,3.4529368742369115,3.4753024561597186,0.7952758,0.72286874,0.7573455
67,"Единовое налогообложение позволяет уменьшить налоговый бремя. Налогоплательщики получают единый налоговый тариф, единые льготы и условия уплаты, единая система управления налогами.",Единый земельный налог заменяет несколько налогов для сельскохозяйственных товаропроизводителей и упрощает расчет налоговых обязательств.,32,55,10.265582226216791,5.3577087775438645,0.72081894,0.70306385,0.71183074
68,"Это список всех налоговых обязательств, которые вы несете. Может быть расширен для других видов налогооблагаемых. Например, реестр налоговой задолженности по страховым взносам.","Реестр налоговой задолженности — это база данных, содержащая информацию о налогоплательщиках, имеющих просроченные налоговые обязательства.",31,48,8.936623110901564,5.371156353393262,0.7356726,0.75136054,0.74343383
69,"Налоговая проверка — это проверка налогов и уплаты по ним, которая проводится в случае выявления ошибок. Встречная — это сумма налога или пеней, которую вы должны заплатить за несвоевременную вычету.","Встречная налоговая проверка проводится в отношении контрагентов налогоплательщика для подтверждения достоверности операций, отраженных в отчетности.",31,58,10.474143779836597,5.53744546753824,0.7171922,0.73593664,0.7264435
70,"Налоговая ставка для физических лиц составляет 10% от стоимости недвижимости. Недвижимость включает в себя дома, квартиры и земельные участки.",Ставки налога на имущество физических лиц устанавливаются в зависимости от кадастровой стоимости объекта недвижимости.,36,39,7.905955211725086,4.932990252988059,0.747395,0.7642198,0.7557138
71,С учётом места уплаты налогов и местонахождения активов.,Источник дохода определяется по месту возникновения дохода: доходы от казахстанских источников подлежат налогообложению в Республике Казахстан.,40,16,4.539087009150535,3.52493793746296,0.7208526,0.66268,0.69054335
72,"Бухгалтерский учет включает ведение бухгалтерского баланса, отчётность по налогам и прочие документационные записи.","Обязанность включает правильное и своевременное отражение всех хозяйственных операций, влияющих на налоговые обязательства.",41,34,7.676216315012425,4.429265487673398,0.71469563,0.71926546,0.71697325
73,"Следует начислять штрафы, предусмотренные налоговым законодательством. Должна выплачиваться пеня по злому.","За предоставление ложных сведений предусмотрены штрафы, доначисление налогов и возможность уголовного преследования при крупных суммах ущерба.",42,35,7.80033095786348,4.486989102009403,0.7259215,0.7097253,0.71773213
74,"Упрощенный режим применяется к доходам физических лиц и отдельные формы имущества, при условии соблюдения ограничений. Налоговая ответственность за несоблюдение предусмотренных законом правил уплачивается в полном объеме.","Упрощенный режим недоступен для налогоплательщиков, превышающих установленный порог годового дохода или занимающихся определенными видами деятельности (например, производство подакцизных товаров).",42,57,11.237768460996447,5.072181385284194,0.6860366,0.6848313,0.6854334
75,"Недоимка по обязательным пенсионным взносам возникает при неплательстве обязательных платежей в течение 30 дней с даты их уплаты. Если неуплата заражает налоговый период, то на счета должника начисляются штрафы и начисленное наказание (накопление процентов). Недоимка может быть признана аварийной и привлечена к аресту или продаже. Также недоизвестные взносы могут привести к банкротству.","Недоимка по обязательным пенсионным взносам — это сумма взносов, не уплаченная работодателем или самозанятым лицом в установленный срок.",36,117,20.943700843025,5.586405233579584,0.69451624,0.788586,0.73856777
76,"Принцип равенства налогообложения означает, что налоговые льготы и преимущества могут применяться в отношении всех налогоплательщиков. Это позволяет уменьшить налоговую нагрузку для компаний.","Принцип равенства налогообложения предусматривает, что все налогоплательщики обязаны уплачивать налоги в равной мере согласно установленным законам, без дискриминации.",34,57,10.646456654183568,5.353893962232179,0.7875154,0.80088484,0.7941439
77,"Налоговый режим «средний». Доход, уплаченный налоговым органом в течение 12 месяцев — 50% от ставки налога. Остальные суммы — доход с последующего исчисления (например, заработная плата).","Доходы от аренды облагаются индивидуальным подоходным налогом, а арендодатель обязан отражать такие доходы в налоговой отчетности.",43,61,12.276308822911233,4.968920290287575,0.67416614,0.6869002,0.68047357
78,"Метод освобождения применяется при получении дохода за счет реализации или сдачи в аренду недвижимости, либо приобретения иностранного имущества. При этом вы не платите налог на прибыль и уплачиваете налог на прибыль, полученную за счет реализации или сдачи в аренду недвижимости.","Метод освобождения предусматривает, что доход, уже облагаемый налогом в иностранном государстве, освобождается от налогообложения в Казахстане, если это предусмотрено международным договором.",37,79,14.546860380098224,5.430725114271467,0.6697135,0.708212,0.68842494
79,"Управление может признать смягчающим обстоятельством отсутствие или недостаточное наличие налогового ущерба. При этом налоговая ответственность не возникает, но предусмотренные законодательством меры наказания могут быть применены.",Смягчающим обстоятельством признается добровольное исправление нарушений до начала проверки или частичное устранение последствий нарушения.,42,56,11.186252323910594,5.006144898081738,0.68451077,0.7078651,0.69599205
80,Ты получишь уведомление о ликвидации и оплата налогов с начислением штрафных санкций.,"При ликвидации юридического лица налоговые обязательства должны быть полностью погашены; если есть задолженность, налоговый орган может инициировать взыскание с учредителей или правопреемников.",38,31,6.908965675160289,4.486923435074209,0.6919302,0.6720562,0.6818484
81,"Начисление штрафа, требование о выплате дополнительных налогов. В случае повторного нарушения — уплата задолженности и аресту имущества.","Применяются меры принудительного взыскания, арест имущества, ограничение на выезд за границу и судебное разбирательство.",41,40,8.477622358128428,4.718304061002152,0.727913,0.7407084,0.7342549
82,"Косвенные налоги — налоговые ставки, которые не облагаются в зависимости от дохода. Это могут быть налоги на прибыль, страховые взносы или налог на добавленную стоимость.","Косвенные налоги — это налоги, которые включаются в цену товаров, работ или услуг и уплачиваются конечными потребителями (например, НДС и акцизы).",28,46,8.425529348198324,5.45959762276971,0.76690257,0.7457166,0.7561612
83,"Регистрация налогоплательщика и установление статуса единовременно налогового лица. Налоговая плата начисляется с даты регистрации, предусмотренная законодательством РФ. Установление статуса единовременным налогоплательщиком позволяет внести налогообложение до момента выплаты налоговым органам. Основание для установления статуса — наличие физического лица, владеющего активами, или юридического лица с учредителями. Срок регистрации налогоплательщика — 1 год. Окончание сроков регистрации позволяет внести налогообложение до момента вынесения решения о регистрации.","Налогоплательщик обязан вести налоговый учет, подавать налоговую отчетность, уплачивать налоги и уведомлять налоговый орган об изменениях данных.",38,157,27.648229533340785,5.678482949900099,0.64360285,0.7173495,0.6784781
84,"Налоговый кредит — это возможность уплачивать налог за счет резиденции в другой стране. Например, если гражданин России проживает в США, он может использовать налоговый кредит для уплаты налога в США.","Налоговый кредит позволяет уменьшить налог на сумму налога, уплаченного за рубежом, в пределах, установленных Налоговым кодексом.",33,51,9.608000855892897,5.3080761299807815,0.7549996,0.75726414,0.75613016
